repo_id,run_id,attempt_no,command,command_source,working_directory,exit_code,status,failure_category,recoverability,log_path,duration_seconds,timestamp_start,timestamp_end
65312676,20260713_013426,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_013426_attempt_1.log,1.39,1783881457.1823854,1783881458.575058
65312676,20260713_013426,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_013426_attempt_2.log,1.40,1783881458.5766804,1783881459.9776855
65312676,20260713_013426,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_013426_attempt_3.log,1.40,1783881459.9800513,1783881461.3762026
65312676,20260713_013426,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_013426_attempt_4.log,1.40,1783881461.3779054,1783881462.775669
3526892,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3526892,1,failed,missing_dependency,needs_manual_review,logs/build/3526892_20260713_140736_attempt_1.log,2.62,1783926468.1906576,1783926470.808498
3526892,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3526892,1,failed,missing_dependency,needs_manual_review,logs/build/3526892_20260713_140736_attempt_2.log,2.56,1783926470.810604,1783926473.3697782
3526892,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3526892,1,failed,missing_dependency,needs_manual_review,logs/build/3526892_20260713_140736_attempt_3.log,2.63,1783926473.371829,1783926475.9970958
3526892,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3526892,1,failed,missing_dependency,needs_manual_review,logs/build/3526892_20260713_140736_attempt_4.log,2.67,1783926475.9989934,1783926478.672342
46489668,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/46489668,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/46489668_20260713_140736_attempt_1.log,8.30,1783926520.5818539,1783926528.8770752
46489668,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/46489668,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/46489668_20260713_140736_attempt_2.log,8.47,1783926528.879009,1783926537.3505256
46489668,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/46489668,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/46489668_20260713_140736_attempt_3.log,8.39,1783926537.352444,1783926545.7454329
