repo_id,run_id,attempt_no,command,command_source,working_directory,exit_code,status,failure_category,recoverability,log_path,duration_seconds,timestamp_start,timestamp_end
771158,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/771158,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/771158_20260713_140736_attempt_1.log,9.62,1783926554.6228318,1783926564.2465239
771158,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/771158,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/771158_20260713_140736_attempt_2.log,6.46,1783926564.2542067,1783926570.716214
771158,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/771158,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/771158_20260713_140736_attempt_3.log,6.18,1783926570.722299,1783926576.9035954
771158,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/771158,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/771158_20260713_140736_attempt_4.log,6.31,1783926576.9096901,1783926583.2196894
42032884,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/42032884,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/42032884_20260713_140736_attempt_1.log,5.69,1783926698.7240927,1783926704.4108741
42032884,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/42032884,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/42032884_20260713_140736_attempt_2.log,5.43,1783926704.4177177,1783926709.8486853
42032884,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/42032884,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/42032884_20260713_140736_attempt_3.log,5.09,1783926709.8529556,1783926714.9448354
65312676,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_140736_attempt_1.log,2.43,1783926724.0241282,1783926726.4497511
65312676,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_140736_attempt_2.log,2.41,1783926726.4515886,1783926728.857828
65312676,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_140736_attempt_3.log,2.42,1783926728.8606377,1783926731.2781756
65312676,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/65312676,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/65312676_20260713_140736_attempt_4.log,2.47,1783926731.2800949,1783926733.7481883
45932568,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/45932568,1,failed,missing_dependency,needs_manual_review,logs/build/45932568_20260713_140736_attempt_1.log,2.11,1783926737.8165936,1783926739.9287007
45932568,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/45932568,1,failed,missing_dependency,needs_manual_review,logs/build/45932568_20260713_140736_attempt_2.log,2.01,1783926739.9303539,1783926741.93561
45932568,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/45932568,1,failed,missing_dependency,needs_manual_review,logs/build/45932568_20260713_140736_attempt_3.log,2.01,1783926741.9372978,1783926743.9504626
45932568,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/45932568,1,failed,missing_dependency,needs_manual_review,logs/build/45932568_20260713_140736_attempt_4.log,2.03,1783926743.9521272,1783926745.984985
75985902,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/75985902,1,failed,build_tool_config_error,recoverable_env_or_config,logs/build/75985902_20260713_140736_attempt_1.log,12.85,1783926761.2305706,1783926774.0765522
75985902,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/75985902,1,failed,build_tool_config_error,recoverable_env_or_config,logs/build/75985902_20260713_140736_attempt_2.log,5.18,1783926774.0780435,1783926779.2627609
75985902,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/75985902,1,failed,build_tool_config_error,recoverable_env_or_config,logs/build/75985902_20260713_140736_attempt_3.log,5.17,1783926779.2645254,1783926784.4333408
774658,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/774658,1,failed,missing_dependency,needs_manual_review,logs/build/774658_20260713_140736_attempt_1.log,8.28,1783926800.4572983,1783926808.7381887
774658,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/774658,1,failed,missing_dependency,needs_manual_review,logs/build/774658_20260713_140736_attempt_2.log,5.16,1783926808.7415638,1783926813.9004562
774658,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/774658,1,failed,missing_dependency,needs_manual_review,logs/build/774658_20260713_140736_attempt_3.log,5.19,1783926813.9037924,1783926819.0947623
774658,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/774658,1,failed,missing_dependency,needs_manual_review,logs/build/774658_20260713_140736_attempt_4.log,5.21,1783926819.098249,1783926824.3038692
43409398,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/43409398,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/43409398_20260713_140736_attempt_1.log,11.38,1783926848.3221395,1783926859.7025526
43409398,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/43409398,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/43409398_20260713_140736_attempt_2.log,10.74,1783926859.7049048,1783926870.4419527
43409398,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/43409398,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/43409398_20260713_140736_attempt_3.log,10.22,1783926870.445358,1783926880.6693714
39472279,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/39472279,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/39472279_20260713_140736_attempt_1.log,12.68,1783926906.2596478,1783926918.9437108
39472279,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/39472279,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/39472279_20260713_140736_attempt_2.log,12.53,1783926918.9467428,1783926931.4816828
39472279,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/39472279,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/39472279_20260713_140736_attempt_3.log,12.80,1783926931.4840715,1783926944.2833695
74217,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/74217,0,success,,,logs/build/74217_20260713_140736_attempt_1.log,7.04,1783926958.974298,1783926966.0095642
710733,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/710733,1,failed,missing_dependency,needs_manual_review,logs/build/710733_20260713_140736_attempt_1.log,2.67,1783926978.335007,1783926981.008883
710733,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/710733,1,failed,missing_dependency,needs_manual_review,logs/build/710733_20260713_140736_attempt_2.log,2.64,1783926981.016383,1783926983.6563818
710733,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/710733,1,failed,missing_dependency,needs_manual_review,logs/build/710733_20260713_140736_attempt_3.log,2.71,1783926983.6611469,1783926986.3664489
710733,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/710733,1,failed,missing_dependency,needs_manual_review,logs/build/710733_20260713_140736_attempt_4.log,2.73,1783926986.3713179,1783926989.103181
45489240,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/45489240,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/45489240_20260713_140736_attempt_1.log,5.43,1783927053.4024904,1783927058.8341513
45489240,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/45489240,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/45489240_20260713_140736_attempt_2.log,5.25,1783927058.8379219,1783927064.0855553
45489240,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/45489240,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/45489240_20260713_140736_attempt_3.log,5.22,1783927064.0904317,1783927069.3101048
35211795,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/35211795,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/35211795_20260713_140736_attempt_1.log,12.84,1783927177.6269567,1783927190.4648123
35211795,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/35211795,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/35211795_20260713_140736_attempt_2.log,13.30,1783927190.4673872,1783927203.7652068
35211795,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/35211795,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/35211795_20260713_140736_attempt_3.log,12.62,1783927203.767833,1783927216.3846505
3869967,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3869967,1,failed,missing_dependency,needs_manual_review,logs/build/3869967_20260713_140736_attempt_1.log,4.03,1783927248.4311829,1783927252.4610655
3869967,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3869967,1,failed,missing_dependency,needs_manual_review,logs/build/3869967_20260713_140736_attempt_2.log,78.90,1783927252.4669797,1783927331.369771
3869967,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3869967,1,failed,missing_dependency,needs_manual_review,logs/build/3869967_20260713_140736_attempt_3.log,4.57,1783927331.3746808,1783927335.9416611
3869967,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/3869967,1,failed,missing_dependency,needs_manual_review,logs/build/3869967_20260713_140736_attempt_4.log,4.07,1783927335.9450605,1783927340.016052
96905440,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/96905440,1,failed,missing_dependency,needs_manual_review,logs/build/96905440_20260713_140736_attempt_1.log,3.83,1783927346.0955577,1783927349.9252315
96905440,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/96905440,1,failed,missing_dependency,needs_manual_review,logs/build/96905440_20260713_140736_attempt_2.log,4.14,1783927349.929539,1783927354.0691261
96905440,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/96905440,1,failed,missing_dependency,needs_manual_review,logs/build/96905440_20260713_140736_attempt_3.log,3.68,1783927354.0725935,1783927357.7553093
96905440,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/96905440,1,failed,missing_dependency,needs_manual_review,logs/build/96905440_20260713_140736_attempt_4.log,3.09,1783927357.7582562,1783927360.8497121
5675901,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/5675901,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/5675901_20260713_140736_attempt_1.log,4.01,1783927383.848363,1783927387.859914
5675901,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/5675901,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/5675901_20260713_140736_attempt_2.log,4.29,1783927387.866189,1783927392.155488
5675901,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/5675901,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/5675901_20260713_140736_attempt_3.log,3.77,1783927392.1604576,1783927395.9309485
5675901,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/5675901,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/5675901_20260713_140736_attempt_4.log,3.72,1783927395.9353037,1783927399.650935
89139973,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/89139973,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/89139973_20260713_140736_attempt_1.log,17.25,1783927428.9990942,1783927446.2466245
89139973,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/89139973,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/89139973_20260713_140736_attempt_2.log,15.35,1783927446.2509131,1783927461.5994046
89139973,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/89139973,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/89139973_20260713_140736_attempt_3.log,16.87,1783927461.6013248,1783927478.4748697
39183519,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/39183519,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/39183519_20260713_140736_attempt_1.log,12.54,1783927498.902452,1783927511.445058
39183519,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/39183519,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/39183519_20260713_140736_attempt_2.log,13.00,1783927511.4490263,1783927524.4503338
39183519,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/39183519,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/39183519_20260713_140736_attempt_3.log,12.77,1783927524.4543536,1783927537.2268224
74385593,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/74385593,1,failed,missing_dependency,needs_manual_review,logs/build/74385593_20260713_140736_attempt_1.log,6.09,1783927554.7707686,1783927560.859905
74385593,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/74385593,1,failed,missing_dependency,needs_manual_review,logs/build/74385593_20260713_140736_attempt_2.log,6.60,1783927560.862554,1783927567.4646783
74385593,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/74385593,1,failed,missing_dependency,needs_manual_review,logs/build/74385593_20260713_140736_attempt_3.log,6.25,1783927567.4672658,1783927573.7191637
74385593,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/74385593,1,failed,missing_dependency,needs_manual_review,logs/build/74385593_20260713_140736_attempt_4.log,6.97,1783927573.7218792,1783927580.6876075
38484146,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/38484146,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/38484146_20260713_140736_attempt_1.log,10.12,1783927606.169339,1783927616.2915614
38484146,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/38484146,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/38484146_20260713_140736_attempt_2.log,9.44,1783927616.2952113,1783927625.733213
38484146,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/38484146,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/38484146_20260713_140736_attempt_3.log,9.71,1783927625.7368023,1783927635.4477785
48203032,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/48203032,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/48203032_20260713_140736_attempt_1.log,6.23,1783927650.1651788,1783927656.3968182
48203032,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/48203032,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/48203032_20260713_140736_attempt_2.log,6.11,1783927656.402502,1783927662.5141788
48203032,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/48203032,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/48203032_20260713_140736_attempt_3.log,5.99,1783927662.5194979,1783927668.5105157
59078087,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/59078087,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/59078087_20260713_140736_attempt_1.log,10.01,1783927704.802955,1783927714.8113883
59078087,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/59078087,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/59078087_20260713_140736_attempt_2.log,9.54,1783927714.8142095,1783927724.350464
59078087,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/59078087,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/59078087_20260713_140736_attempt_3.log,9.33,1783927724.353103,1783927733.6830337
32310721,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/32310721,1,failed,missing_dependency,needs_manual_review,logs/build/32310721_20260713_140736_attempt_1.log,2.78,1783927769.8508923,1783927772.6309662
32310721,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/32310721,1,failed,missing_dependency,needs_manual_review,logs/build/32310721_20260713_140736_attempt_2.log,2.60,1783927772.6352496,1783927775.2371573
32310721,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/32310721,1,failed,missing_dependency,needs_manual_review,logs/build/32310721_20260713_140736_attempt_3.log,2.70,1783927775.2409685,1783927777.9379346
32310721,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/32310721,1,failed,missing_dependency,needs_manual_review,logs/build/32310721_20260713_140736_attempt_4.log,2.87,1783927777.9426694,1783927780.8078444
99161825,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/99161825,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/99161825_20260713_140736_attempt_1.log,10.20,1783927805.727957,1783927815.9305875
99161825,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/99161825,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/99161825_20260713_140736_attempt_2.log,10.10,1783927815.9345355,1783927826.034403
99161825,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/99161825,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/99161825_20260713_140736_attempt_3.log,9.79,1783927826.0375805,1783927835.8323727
40527870,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/40527870,1,failed,missing_dependency,needs_manual_review,logs/build/40527870_20260713_140736_attempt_1.log,5.99,1783927871.279994,1783927877.267305
40527870,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/40527870,1,failed,missing_dependency,needs_manual_review,logs/build/40527870_20260713_140736_attempt_2.log,5.01,1783927877.2744412,1783927882.2879772
40527870,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/40527870,1,failed,missing_dependency,needs_manual_review,logs/build/40527870_20260713_140736_attempt_3.log,4.87,1783927882.2969756,1783927887.1714602
40527870,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/40527870,1,failed,missing_dependency,needs_manual_review,logs/build/40527870_20260713_140736_attempt_4.log,4.60,1783927887.1773388,1783927891.7725358
96048740,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/96048740,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/96048740_20260713_140736_attempt_1.log,12.28,1783927933.771112,1783927946.0477448
96048740,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/96048740,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/96048740_20260713_140736_attempt_2.log,11.57,1783927946.0509052,1783927957.6208
96048740,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/96048740,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/96048740_20260713_140736_attempt_3.log,11.47,1783927957.6247535,1783927969.0912163
702991,20260713_140736,1,mvn test-compile -DskipTests,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/702991,1,failed,missing_dependency,needs_manual_review,logs/build/702991_20260713_140736_attempt_1.log,2.27,1783927973.5333097,1783927975.8030944
702991,20260713_140736,2,mvn test-compile -DskipTests -DskipITs,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/702991,1,failed,missing_dependency,needs_manual_review,logs/build/702991_20260713_140736_attempt_2.log,2.14,1783927975.8055236,1783927977.947927
702991,20260713_140736,3,mvn test-compile -DskipTests -DskipITs -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dlicense.skip=true -Dgpg.skip=true,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/702991,1,failed,missing_dependency,needs_manual_review,logs/build/702991_20260713_140736_attempt_3.log,2.16,1783927977.950528,1783927980.1059637
702991,20260713_140736,4,mvn test-compile -DskipTests -DskipITs -Ddocker.skip=true -DskipDocker -Dfrontend.skip=true -DskipNpm,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/702991,1,failed,missing_dependency,needs_manual_review,logs/build/702991_20260713_140736_attempt_4.log,2.36,1783927980.1082172,1783927982.4710665
58317819,20260713_140736,1,gradle testClasses -x test,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/58317819,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/58317819_20260713_140736_attempt_1.log,12.13,1783927998.5461519,1783928010.6780202
58317819,20260713_140736,2,gradle testClasses -x test -x integrationTest,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/58317819,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/58317819_20260713_140736_attempt_2.log,11.88,1783928010.681122,1783928022.561189
58317819,20260713_140736,3,gradle testClasses -x test -x integrationTest -x checkstyleMain -x checkstyleTest -x spotlessCheck,template,D:/material/SWT301/rsbln/New folder/data_v2/repos/cloned/58317819,1,failed,dependency_resolution_failed,needs_manual_review,logs/build/58317819_20260713_140736_attempt_3.log,12.27,1783928022.5646682,1783928034.8377001
