"schema_version","recipe_id","repo_id","repo_url","commit_sha","declared_java_version","effective_java_runtime","build_tool","scope_key","build_root_relative","module_dir_relative","module_selector","recipe","command_source","working_directory_placeholder","portable_command_windows","portable_command_posix","validation_log_relative","validation_log_sha256","original_command_sha256","source_or_dependency_files_modified","validated_at"
"v3-portable-recipe-1","v3:46396068:maven:hbase0.98/hbase-common-0.98","46396068","https://github.com/kakao/hbase-tools","233e9ab0a4a31da9f5387fbb453db6d5799c072d","8","8","maven","maven:hbase0.98/hbase-common-0.98","hbase0.98","hbase0.98/hbase-common-0.98","hbase-common-0.98","global_environment_maven_module","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\hbase-common-0.98\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/hbase-common-0.98/pom.xml"" clean test-compile","logs/build/46396068_maven_hbase0.98_hbase-common-0.98_1.log","750b60aeec989ea0ded7dc26ec0cd96db1127ec528c0b20498af79c8163cfcd9","713ceece77c5eb776ffa9ed7dfd3f6955f927ff1099bf6ba29b8b56b861cdbec","false","2026-07-23T01:48:18+00:00"
"v3-portable-recipe-1","v3:46396068:maven:hbase0.98/hbase-table-stat-0.98","46396068","https://github.com/kakao/hbase-tools","233e9ab0a4a31da9f5387fbb453db6d5799c072d","8","8","maven","maven:hbase0.98/hbase-table-stat-0.98","hbase0.98","hbase0.98/hbase-table-stat-0.98","hbase-table-stat-0.98","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl hbase-table-stat-0.98 -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl hbase-table-stat-0.98 -am clean test-compile","logs/build/46396068_maven_hbase0.98_hbase-table-stat-0.98_3.log","f55161523f873d4780d66924f42e277f2ca93318e6b978bc14f014363c3db9b5","a379418f348bed3cd84271130f093206b6eda5fc5d7b7e146fb9af3a74321b9b","false","2026-07-23T01:48:29+00:00"
"v3-portable-recipe-1","v3:46396068:maven:hbase0.98/hbase-snapshot-0.98","46396068","https://github.com/kakao/hbase-tools","233e9ab0a4a31da9f5387fbb453db6d5799c072d","8","8","maven","maven:hbase0.98/hbase-snapshot-0.98","hbase0.98","hbase0.98/hbase-snapshot-0.98","hbase-snapshot-0.98","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl hbase-snapshot-0.98 -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl hbase-snapshot-0.98 -am clean test-compile","logs/build/46396068_maven_hbase0.98_hbase-snapshot-0.98_3.log","b9e8a08c733c1348d3bc927cae5b7a7b25cf41f9ddf2d40ebff8c98ec65a3b44","13fe92c8f59380246383968b6acf2aeddc7738fc6bba236c5bcc8986e688bb39","false","2026-07-23T01:48:40+00:00"
"v3-portable-recipe-1","v3:48046454:maven:hazelcast-jet-core","48046454","https://github.com/hazelcast/hazelcast-jet","60c713a718df89fdccedbf34aadcdcb953ae92a6","8","8","maven","maven:hazelcast-jet-core",".","hazelcast-jet-core","hazelcast-jet-core","repository_wrapper_maven_module","repository_wrapper","${REPO_DIR}","""${REPO_DIR}\mvnw.cmd"" -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\hazelcast-jet-core\pom.xml"" clean test-compile","""${REPO_DIR}/mvnw"" -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/hazelcast-jet-core/pom.xml"" clean test-compile","logs/build/48046454_maven_hazelcast-jet-core_1.log","9a6d7498069f1d0db75d9416bd7af692ae35a85b3c29eb79beba73542f937de5","9943a73c0b41b288aef3c68a99a834cabd29c64abb2ffc355a72c7bdde5e121f","false","2026-07-23T03:51:08+00:00"
"v3-portable-recipe-1","v3:43105609:maven:weixin-mp","43105609","https://github.com/borball/weixin-sdk","ed624144fda218f7f85915de26012fa15940c87c","unknown","8","maven","maven:weixin-mp",".","weixin-mp","weixin-mp","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl weixin-mp -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl weixin-mp -am clean test-compile","logs/build/43105609_maven_weixin-mp_3.log","823eac74c9f2f5b876ca35fad7ed01a7fcf046917413bc37a95bc4214fa60622","df8837b1a38fa69b4a7e19cf1e067fb9d2443443071a7f1f2747ee808895eec4","false","2026-07-23T04:16:01+00:00"
"v3-portable-recipe-1","v3:66303306:maven:event","66303306","https://github.com/bazaarvoice/emodb","8184514eb831eb9f874718741ab701d2d02a638c","unknown","8","maven","maven:event",".","event","event","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl event -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl event -am clean test-compile","logs/build/66303306_maven_event_3.log","0c775a1a56ab5cef86a34940d6cbb6e3b7683c7720eeea88845053911cca82c7","7babd1a5e30af154b7f3e468413a5473081f748eb3550d887aa947bcec4d0afe","false","2026-07-23T04:19:24+00:00"
"v3-portable-recipe-1","v3:66303306:maven:web","66303306","https://github.com/bazaarvoice/emodb","8184514eb831eb9f874718741ab701d2d02a638c","unknown","8","maven","maven:web",".","web","web","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl web -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl web -am clean test-compile","logs/build/66303306_maven_web_3.log","d2ec6ab5a2a37db137d3905de8d4607caa74859a5fb6cc46fc50961fb3d02394","a0e13eb118b6cde01ba2411270f0b2ff68ec02cb21f26269d23edd161fae6580","false","2026-07-23T04:21:50+00:00"
"v3-portable-recipe-1","v3:6944525:gradle:d2","6944525","https://github.com/linkedin/rest.li","8173ce2d3eb0a997f0c24df136134486fb4c3cd3","8","8","gradle","gradle:d2",".","d2","d2","repository_wrapper_gradle_module","repository_wrapper","${REPO_DIR}","""${REPO_DIR}\gradlew.bat"" --no-daemon --console=plain --stacktrace :d2:clean :d2:testClasses -x test","""${REPO_DIR}/gradlew"" --no-daemon --console=plain --stacktrace :d2:clean :d2:testClasses -x test","logs/build/6944525_gradle_d2_1.log","a6e141a631910e3fa582d5931ae7e3630269579bb672b5df03c8f483b4b334b4","1c952e9bec7029da9690ffc59a085dcb2c2a84728db82b58d523f5726fdeffdb","false","2026-07-23T04:30:19+00:00"
"v3-portable-recipe-1","v3:6293402:maven:server","6293402","https://github.com/vaadin/framework","02c87d4918204dfc354c71bdecc395e605c20d8e","8","8","maven","maven:server",".","server","server","global_environment_maven_module","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\server\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/server/pom.xml"" clean test-compile","logs/build/6293402_maven_server_1.log","5a4e370d610b94c9af75383787d7980b2f8e52f9338c946e055f34774eb22a3f","044287c31909db1f82932a7ead104db66b8c8259450e10e9c4518e8c6f51c443","false","2026-07-23T04:33:59+00:00"
"v3-portable-recipe-1","v3:49384652:maven:niubi-job-framework/niubi-job-service","49384652","https://github.com/xiaolongzuo/niubi-job","ed21d5b80f8b16c8b3a0b2fbc688442b878edbe4","8","8","maven","maven:niubi-job-framework/niubi-job-service",".","niubi-job-framework/niubi-job-service","niubi-job-framework/niubi-job-service","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl niubi-job-framework/niubi-job-service -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl niubi-job-framework/niubi-job-service -am clean test-compile","logs/build/49384652_maven_niubi-job-framework_niubi-job-service_3.log","cc4df22a361d2ea5fa7c0930b347873db7e0499bf07826c12d60686d8fc7f8b4","c9843b4fe44f2dafbf23c71d1f995e267942b2781bf7352338bd5b6b59562942","false","2026-07-23T04:34:58+00:00"
"v3-portable-recipe-1","v3:49384652:maven:niubi-job-framework/niubi-job-core","49384652","https://github.com/xiaolongzuo/niubi-job","ed21d5b80f8b16c8b3a0b2fbc688442b878edbe4","8","8","maven","maven:niubi-job-framework/niubi-job-core",".","niubi-job-framework/niubi-job-core","niubi-job-framework/niubi-job-core","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl niubi-job-framework/niubi-job-core -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl niubi-job-framework/niubi-job-core -am clean test-compile","logs/build/49384652_maven_niubi-job-framework_niubi-job-core_3.log","0257a4cf58a716e1a4d06aa7b7256400dc232d0ba72c6bf4f332fab0fb959b72","91720b46187f12dd679a2c0d9838208dfb7cb0e2023bad2146a104adb0130677","false","2026-07-23T04:35:12+00:00"
"v3-portable-recipe-1","v3:6437134:maven:enav-model","6437134","https://github.com/dma-enav/e-Navigation","42840b63789a8dee0fa330efb44678417e08d127","unknown","8","maven","maven:enav-model",".","enav-model","enav-model","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl enav-model -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl enav-model -am clean test-compile","logs/build/6437134_maven_enav-model_3.log","e590c852c1baa9d2fb9101bd42868a270cf9eec672a58f5296eada4e69ab7cb0","f68b0469703dfc113b0e2ff66a5563b9a8b2547e5dfbc1f3656f0eb2787fba3e","false","2026-07-23T04:35:36+00:00"
"v3-portable-recipe-1","v3:6437134:maven:enav-serialization","6437134","https://github.com/dma-enav/e-Navigation","42840b63789a8dee0fa330efb44678417e08d127","unknown","8","maven","maven:enav-serialization",".","enav-serialization","enav-serialization","global_environment_maven_reactor","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\pom.xml"" -pl enav-serialization -am clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/pom.xml"" -pl enav-serialization -am clean test-compile","logs/build/6437134_maven_enav-serialization_3.log","1fe86b4b5ef26be590c388b7b33663c1e8f5fbe46419942a51a400e7e60ca7e9","95b6fea1f7ebc3730a174510304322e3cd207217d64a53635b2fb087616ce112","false","2026-07-23T04:35:55+00:00"
"v3-portable-recipe-1","v3:6437134:maven:enav-util","6437134","https://github.com/dma-enav/e-Navigation","42840b63789a8dee0fa330efb44678417e08d127","unknown","8","maven","maven:enav-util",".","enav-util","enav-util","global_environment_maven_module","global_environment","${REPO_DIR}","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}\enav-util\pom.xml"" clean test-compile","mvn -B -ntp -DskipTests -DskipITs -f ""${REPO_DIR}/enav-util/pom.xml"" clean test-compile","logs/build/6437134_maven_enav-util_1.log","9b6f12ab8743195d53d060abeedd86360e13f09e710a923a562621f1c8f23fa1","17868d5ae775e13b3c7ee3e678a00e615a903877c1df70e1871d38d2db477527","false","2026-07-23T04:36:01+00:00"
