sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,arm,generator,prompt,compilation,fail_stage,failure_owner,failure_owner_note,failure_artifact,failure_detail,branch_coverage,line_coverage,method_coverage,mutation_coverage,strict_branch_coverage,strict_line_coverage,strict_method_coverage,strict_mutation_coverage
16,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiesplugin.java,39195736,39195736,JavaPropertiesPlugin,sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/JavaPropertiesPlugin.java,sonar-jproperties-plugin,maven:sonar-jproperties-plugin,Maven,1.8,lower_complexity_half,13,61,1,1,1,1,1.0,4,5,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/016_39195736_f9bc17aa/compiledrepos/39195736/sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/issuesaver/crossfile/DuplicatedKeysAcrossFilesCheckIssueSaver.java:[56,41] cannot access org.sonar.plugins.jproperties.api.tree.KeyTree - bad class file: C:\Users\admin\.m2\repository\org\codehaus\sonar-plugins\jproperties\jproperties-frontend\2.7-SNAPSHOT\jproperties-frontend-2.7-SNAPSHOT.jar(org/sonar/plugins/jproperties/api/tree/KeyTree.class) - unable to access file: corrupted zip file - Please remove or make sure it appears in the correct subdirectory of the classpath.",,,,,0.0,0.0,0.0,0.0
16,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiesplugin.java,39195736,39195736,JavaPropertiesPlugin,sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/JavaPropertiesPlugin.java,sonar-jproperties-plugin,maven:sonar-jproperties-plugin,Maven,1.8,lower_complexity_half,13,61,1,1,1,1,1.0,4,5,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: sonar-jproperties-plugin [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_sonar-jproperties-plugin is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the JavaPropertiesPlugin class --//loadin",,,,,0.0,0.0,0.0,0.0
17,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,39195736,39195736,TooManyKeysCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,53,379,3,2,2,4,1.3333333333333333,10,51,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[32,30] keyTrees has private access in org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[43,30] cannot find symbol - symbol: method getFileIssues() - location: variable check of type org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/017_39195736_3d24a470/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck_RBL4_3d24a470Test.java:[54,30] cannot find symbol - symbol: method getFileIssues() - location: variable check of type org.sonar.jproperties.checks.generic.TooManyKeysCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/",,,,,0.0,0.0,0.0,0.0
17,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/toomanykeyscheck.java,39195736,39195736,TooManyKeysCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/TooManyKeysCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,53,379,3,2,2,4,1.3333333333333333,10,51,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"ole': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the TooManyKeysCheck class --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.TooManyK",,,,,0.0,0.0,0.0,0.0
18,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/keynamingconventioncheck.java,39195736,39195736,KeyNamingConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,52,344,4,2,2,6,1.5,3,59,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[22,54] cannot find symbol - symbol: method getFormat() - location: variable check of type org.sonar.jproperties.checks.generic.KeyNamingConventionCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[31,25] cannot find symbol - symbol: method getIssues() - location: variable check of type org.sonar.jproperties.checks.generic.KeyNamingConventionCheck - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/018_39195736_e39f864d/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck_RBL4_e39f864dTest.java:[40,30] cannot find symbol - symbol: method getIssues() - location: variable check of type org.sonar.jproperties.checks.generic.",,,,,0.0,0.0,0.0,0.0
18,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/keynamingconventioncheck.java,39195736,39195736,KeyNamingConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/KeyNamingConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,52,344,4,2,2,6,1.5,3,59,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"ding evosuite generation..// Evosuite generation performed correctly for the KeyNamingConventionCheck class --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.KeyNamingConventionCheck_RBL4_e39f864dTest Package command completed for 39195736_jproperties-checks The test smell detector ended successfully An occured while trying to retrieve data coverage of the project 39195736_jproperties-checks ---- STARTING gpt-4o-mini-2024-07-18 test typ Processing test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot Making API call with llm: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: KeyNamingConventionCheck Fetching prompts dictionary... Fetching agents dictionary... Fetching agents dictionary... Fetching agents dictionary... API call completed with test_type: gpt-4o-mini-2024-07-18, technique: rbl4-zero-shot, focal class: KeyNamingConventionCheck File generated at: output/39195736/response_gpt-4o-mini-2024-07-18_rbl4-zero-shot_KeyNamingConventionCheck_RBL4_e39f864dTest.java --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.KeyNamingConventionCheck_RBL4_e39f864dTest -------------------- The",,,,,0.0,0.0,0.0,0.0
19,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,39195736,39195736,LineLengthCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/LineLengthCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,70,485,6,3,4,9,1.5,5,131,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[7,50] cannot find symbol - symbol: class Context - location: package org.sonar.plugins.jproperties.api.visitors - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[18,13] cannot find symbol - symbol: class Context - location: class org.sonar.jproperties.checks.generic.LineLengthCheck_RBL4_9e0529baTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_39195736_9e0529ba/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/LineLengthCheck_RBL4_9e0529baTest.java:[66,13] cannot find symbol - symbol: class File - location: class org.sonar.jproperties.checks.generic.LineLengthCheck_RBL4_9e0529baTest - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/019_",,,,,0.0,0.0,0.0,0.0
19,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/linelengthcheck.java,39195736,39195736,LineLengthCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/LineLengthCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,70,485,6,3,4,9,1.5,5,131,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// An error accored while trying to run the evosuite generation ---- STARTING gpt-4o-mini-2024-07-18",,,,,0.0,0.0,0.0,0.0
20,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,39195736,39195736,CommentConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/CommentConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,61,441,5,3,4,10,2.0,9,136,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex",,,,,0.0,0.0,0.0,0.0
20,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/commentconventioncheck.java,39195736,39195736,CommentConventionCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/CommentConventionCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,61,441,5,3,4,10,2.0,9,136,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the CommentConventionCheck class --//loading maven ex",,,,,0.0,0.0,0.0,0.0
21,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/duplicatedvaluescheck.java,39195736,39195736,DuplicatedValuesCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/DuplicatedValuesCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,101,771,9,3,4,17,1.8888888888888888,7,149,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/021_39195736_5ebd9ad4/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/DuplicatedValuesCheck_RBL4_5ebd9ad4Test.java:[32,58] cannot find symbol - symbol: method of(org.sonar.plugins.jproperties.api.tree.PropertyTree,org.sonar.plugins.jproperties.api.tree.PropertyTree) - location: interface java.util.List - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/021_39195736_5ebd9ad4/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/DuplicatedValuesCheck_RBL4_5ebd9ad4Test.java:[45,58] cannot find symbol - symbol: method of(org.sonar.plugins.jproperties.api.tree.PropertyTree,org.sonar.plugins.jproperties.api.tree.PropertyTree) - location: interface java.util.List - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/021_39195736_5ebd9ad4/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/DuplicatedValuesCheck_RBL4_5ebd9ad4Test.java:[60,58] cannot find symbol - symbol: method of(org.sonar.plugins.",,,,,0.0,0.0,0.0,0.0
21,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/duplicatedvaluescheck.java,39195736,39195736,DuplicatedValuesCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/DuplicatedValuesCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,lower_complexity_half,101,771,9,3,4,17,1.8888888888888888,7,149,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the DuplicatedValuesCheck class --//loading maven execution..// Test classes: -Dtest=org.sonar.jproperties.checks.generic.DuplicatedValuesCheck_RBL4_5ebd9ad4Test Package command completed for 39195736_",,,,,0.0,0.0,0.0,0.0
22,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiessquidsensor.java,39195736,39195736,JavaPropertiesSquidSensor,sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/JavaPropertiesSquidSensor.java,sonar-jproperties-plugin,maven:sonar-jproperties-plugin,Maven,1.8,higher_complexity_half,169,1406,12,2,4,25,2.0833333333333335,6,159,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/022_39195736_4233fc4a/compiledrepos/39195736/sonar-jproperties-plugin/src/test/java/org/sonar/plugins/jproperties/JavaPropertiesSquidSensor_RBL4_4233fc4aTest.java:[58,59] cannot find symbol - symbol: method of() - location: interface java.util.List - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/022_39195736_4233fc4a/compiledrepos/39195736/sonar-jproperties-plugin/src/test/java/org/sonar/plugins/jproperties/JavaPropertiesSquidSensor_RBL4_4233fc4aTest.java:[66,59] cannot find symbol - symbol: method of(org.sonar.api.batch.fs.InputFile) - location: interface java.util.List",,,,,0.0,0.0,0.0,0.0
22,39195736:sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/javapropertiessquidsensor.java,39195736,39195736,JavaPropertiesSquidSensor,sonar-jproperties-plugin/src/main/java/org/sonar/plugins/jproperties/JavaPropertiesSquidSensor.java,sonar-jproperties-plugin,maven:sonar-jproperties-plugin,Maven,1.8,higher_complexity_half,169,1406,12,2,4,25,2.0833333333333335,6,159,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: sonar-jproperties-plugin [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_sonar-jproperties-plugin is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the JavaPropertiesSquidSensor class --//l",,,,,0.0,0.0,0.0,0.0
23,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/hardcodedcredentialscheck.java,39195736,39195736,HardCodedCredentialsCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/HardCodedCredentialsCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,higher_complexity_half,64,508,4,2,10,14,3.5,8,260,remaining240,gpt,gpt-4o-mini-2024-07-18,rbl4-zero-shot,0,generated_test_compile_failed,generator_output,Generated test của arm này sai/không tương thích nên compilation=0 và strict metrics=0.,output\39195736\TestClasses_39195736_gpt-4o-mini-2024-07-18_rbl4-zero-shot.mavenfailed,"The following compilation errors were encountered during the Maven build: - - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/023_39195736_931043c2/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/HardCodedCredentialsCheck_RBL4_931043c2Test.java:[76,9] invalid method declaration; return type required - /D:/A_ThucNghiem/scripts_v2/workspaces/20260724_022225_resume240/023_39195736_931043c2/compiledrepos/39195736/jproperties-checks/src/test/java/org/sonar/jproperties/checks/generic/HardCodedCredentialsCheck_RBL4_931043c2Test.java:[88,9] invalid method declaration; return type required",,,,,0.0,0.0,0.0,0.0
23,39195736:jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/hardcodedcredentialscheck.java,39195736,39195736,HardCodedCredentialsCheck,jproperties-checks/src/main/java/org/sonar/jproperties/checks/generic/HardCodedCredentialsCheck.java,jproperties-checks,maven:jproperties-checks,Maven,1.8,higher_complexity_half,64,508,4,2,10,14,3.5,8,260,remaining240,evosuite,evosuite,-,0,agone_runtime_failed,agonetest_harness,AgoneTest/RBL4 runner chưa đo/trích xuất được metric rõ ràng; không quy trực tiếp cho năng lực sinh test.,output\39195736\TestClasses_39195736_evosuite.failed,"Initializing ExecutionManager... Loaded prompts: {'rbl4-zero-shot': [{'role': 'system', 'content': 'You are provided with Java class. Create a test class that fully tests the proposed Java class using the project information for imports. Reply with code only, do not add other text that is not code.'}, {'role': 'user', 'content': 'The project uses {{testing_framework}} and Java {{java_version}} and Java class is:\n<code>\n{{focal_class}}\n</code>'}]} Loaded agents: {'evosuite': {}, 'gpt-4o-mini-2024-07-18': {'temperature': 0, 'top_p': 1, 'max_tokens': 2048, 'frequency_penalty': 0, 'presence_penalty': 0}} Fetching agents list... Fetching prompts list... Starting to generate files At least 1 projects are compatible for evosuite execution! ------------------------------------------------------------------- PROCESSING PROJECT: '39195736' ---- Processing project: 39195736, module: jproperties-checks [RBL4] requested=1.8 selected_jdk=8 java_home=C:\Program Files\Java\jdk1.8.0_172 39195736_jproperties-checks is a Maven project ---- STARTING evosuite test typ --//loading evosuite generation..// Evosuite generation performed correctly for the HardCodedCredentialsCheck class --//loading maven",,,,,0.0,0.0,0.0,0.0
