sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,evosuite_branch_coverage,gpt_branch_coverage,evosuite_compilation,gpt_compilation,evosuite_line_coverage,gpt_line_coverage,evosuite_method_coverage,gpt_method_coverage,evosuite_mutation_coverage,gpt_mutation_coverage,evosuite_strict_branch_coverage,gpt_strict_branch_coverage,evosuite_strict_line_coverage,gpt_strict_line_coverage,evosuite_strict_method_coverage,gpt_strict_method_coverage,evosuite_strict_mutation_coverage,gpt_strict_mutation_coverage,strict_mutation_diff_gpt_minus_evosuite,rq4_wilcoxon_shifted_value,strict_branch_diff_gpt_minus_evosuite
157,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/clientselector.java,6944525,6944525,ClientSelector,d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/ClientSelector.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,104,632,6,2,9,17,2.8333333333333335,9,250,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
158,6944525:d2/src/main/java/com/linkedin/d2/backuprequests/trackingbackuprequestsstrategy.java,6944525,6944525,TrackingBackupRequestsStrategy,d2/src/main/java/com/linkedin/d2/backuprequests/TrackingBackupRequestsStrategy.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,283,1616,22,12,10,52,2.3636363636363638,8,263,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
159,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/stateupdater.java,6944525,6944525,StateUpdater,d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/StateUpdater.java,d2,gradle:d2,Gradle,1.8,higher_complexity_half,443,2983,26,3,11,75,2.8846153846153846,4,267,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
160,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/randomnameresolver.java,74999474,74999474,RandomNameResolver,parsec-clients/src/main/java/com/yahoo/parsec/clients/RandomNameResolver.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,12,86,1,1,1,1,1.0,9,6,remaining240,,,0,1,,100.0,,100.0,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0
161,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/delegatenameresolver.java,74999474,74999474,DelegateNameResolver,parsec-clients/src/main/java/com/yahoo/parsec/clients/DelegateNameResolver.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,19,110,3,2,1,3,1.0,6,19,remaining240,,,0,1,,100.0,,100.0,,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0
162,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parseccompletablefuture.java,74999474,74999474,ParsecCompletableFuture,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecCompletableFuture.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,50,339,6,7,3,8,1.3333333333333333,7,96,remaining240,,50.0,0,1,,76.92,,100.0,,0.0,0.0,50.0,0.0,76.92,0.0,100.0,0.0,0.0,0.0,5.0,50.0
163,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsechttputil.java,74999474,74999474,ParsecHttpUtil,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecHttpUtil.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,67,555,6,5,3,12,2.0,10,105,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
164,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/defaultasynccompletionhandler.java,74999474,74999474,DefaultAsyncCompletionHandler,parsec-clients/src/main/java/com/yahoo/parsec/clients/DefaultAsyncCompletionHandler.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,lower_complexity_half,46,345,5,1,4,10,2.0,4,133,remaining240,,90.0,0,1,,76.19,,60.0,,0.0,0.0,90.0,0.0,76.19,0.0,60.0,0.0,0.0,0.0,5.0,90.0
165,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecclientprofilinglogutil.java,74999474,74999474,ParsecClientProfilingLogUtil,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecClientProfilingLogUtil.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,higher_complexity_half,86,700,4,3,5,9,2.25,5,174,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
166,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasyncprogresstimer.java,74999474,74999474,ParsecAsyncProgressTimer,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecAsyncProgressTimer.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,higher_complexity_half,43,228,2,1,7,8,4.0,8,214,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
167,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttprequest.java,74999474,74999474,ParsecAsyncHttpRequest,parsec-clients/src/main/java/com/yahoo/parsec/clients/ParsecAsyncHttpRequest.java,parsec-clients,gradle:parsec-clients,Gradle,1.8,higher_complexity_half,422,2608,64,59,12,89,1.390625,2,273,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
168,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/discretetimeframeconvertingindicator.java,77481567,77481567,DiscreteTimeFrameConvertingIndicator,core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/DiscreteTimeFrameConvertingIndicator.java,core,maven:core,Maven,1.8,lower_complexity_half,20,209,2,1,1,2,1.0,7,9,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
169,77481567:core/src/main/java/de/voidnode/trading4j/indicators/adx/truerange.java,77481567,77481567,TrueRange,core/src/main/java/de/voidnode/trading4j/indicators/adx/TrueRange.java,core,maven:core,Maven,1.8,lower_complexity_half,22,222,1,1,2,2,2.0,4,38,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
170,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/timeframeconvertingtradeguard.java,77481567,77481567,TimeFrameConvertingTradeGuard,core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/TimeFrameConvertingTradeGuard.java,core,maven:core,Maven,1.8,lower_complexity_half,34,274,3,2,2,4,1.3333333333333333,9,49,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
171,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/defaultmoneymanagement.java,77481567,77481567,DefaultMoneyManagement,core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/DefaultMoneyManagement.java,core,maven:core,Maven,1.8,lower_complexity_half,71,501,8,5,2,9,1.125,5,66,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
172,77481567:core/src/main/java/de/voidnode/trading4j/domain/timeframe/m15.java,77481567,77481567,M15,core/src/main/java/de/voidnode/trading4j/domain/timeframe/M15.java,core,maven:core,Maven,1.8,lower_complexity_half,21,225,2,2,3,4,2.0,2,86,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
173,77481567:core/src/main/java/de/voidnode/trading4j/functionality/smoothers/simplemovingaverageratio.java,77481567,77481567,SimpleMovingAverageRatio,core/src/main/java/de/voidnode/trading4j/functionality/smoothers/SimpleMovingAverageRatio.java,core,maven:core,Maven,1.8,lower_complexity_half,27,182,2,1,3,4,2.0,10,88,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
174,77481567:core/src/main/java/de/voidnode/trading4j/domain/monetary/accurateprice.java,77481567,77481567,AccuratePrice,core/src/main/java/de/voidnode/trading4j/domain/monetary/AccuratePrice.java,core,maven:core,Maven,1.8,higher_complexity_half,39,199,5,4,5,9,1.8,6,173,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
175,77481567:core/src/main/java/de/voidnode/trading4j/domain/volume.java,77481567,77481567,Volume,core/src/main/java/de/voidnode/trading4j/domain/Volume.java,core,maven:core,Maven,1.8,higher_complexity_half,42,214,6,5,5,10,1.6666666666666667,8,177,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
176,78444970:examples/graph/src/main/java/graph/algorithm/color/welshpowell.java,78444970,78444970,WelshPowell,examples/graph/src/main/java/graph/algorithm/color/WelshPowell.java,examples/graph,maven:examples/graph,Maven,1.8,lower_complexity_half,31,277,1,1,2,2,2.0,4,41,remaining240,83.33,,1,0,100.0,,100.0,,0.0,,83.33,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,-83.33
177,78444970:examples/structures/src/main/java/ds/stack/arraystack.java,78444970,78444970,ArrayStack,examples/structures/src/main/java/ds/stack/ArrayStack.java,examples/structures,maven:examples/structures,Maven,1.8,lower_complexity_half,27,146,4,3,2,6,1.5,10,61,remaining240,100.0,100.0,1,1,100.0,100.0,100.0,100.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,50.0,55.0,0.0
178,78444970:examples/graph/src/main/java/graph/algorithm/traversal/dfs.java,78444970,78444970,Dfs,examples/graph/src/main/java/graph/algorithm/traversal/Dfs.java,examples/graph,maven:examples/graph,Maven,1.8,lower_complexity_half,24,212,1,1,3,3,3.0,5,82,remaining240,100.0,,1,0,100.0,,100.0,,0.0,,100.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,-100.0
179,78444970:examples/graph/src/main/java/graph/algorithm/path/dijkstra.java,78444970,78444970,Dijkstra,examples/graph/src/main/java/graph/algorithm/path/Dijkstra.java,examples/graph,maven:examples/graph,Maven,1.8,lower_complexity_half,33,327,2,1,4,6,3.0,7,126,remaining240,37.5,,1,0,56.52,,100.0,,0.0,,37.5,0.0,56.52,0.0,100.0,0.0,0.0,0.0,0.0,5.0,-37.5
180,78444970:examples/graph/src/main/java/graph/algorithm/path/astar.java,78444970,78444970,AStar,examples/graph/src/main/java/graph/algorithm/path/AStar.java,examples/graph,maven:examples/graph,Maven,1.8,higher_complexity_half,42,411,2,1,5,7,3.5,9,171,remaining240,40.0,,1,0,58.06,,100.0,,6.67,,40.0,0.0,58.06,0.0,100.0,0.0,6.67,0.0,-6.67,-1.67,-40.0
181,78444970:examples/structures/src/main/java/ds/heap/arrayheap.java,78444970,78444970,ArrayHeap,examples/structures/src/main/java/ds/heap/ArrayHeap.java,examples/structures,maven:examples/structures,Maven,1.8,higher_complexity_half,79,468,11,4,6,21,1.9090909090909092,8,202,remaining240,100.0,95.0,1,1,100.0,100.0,100.0,100.0,41.67,86.11,100.0,95.0,100.0,100.0,100.0,100.0,41.67,86.11,44.44,49.44,-5.0
182,78444970:examples/graph/src/main/java/graph/algorithm/mst/jarnikprim.java,78444970,78444970,JarnikPrim,examples/graph/src/main/java/graph/algorithm/mst/JarnikPrim.java,examples/graph,maven:examples/graph,Maven,1.8,higher_complexity_half,40,375,1,1,9,9,9.0,6,247,remaining240,100.0,77.27,1,1,100.0,92.31,100.0,66.67,35.71,50.0,100.0,77.27,100.0,92.31,100.0,66.67,35.71,50.0,14.29,19.29,-22.730000000000004
183,78444970:examples/graph/src/main/java/graph/algorithm/path/floydwarshall.java,78444970,78444970,FloydWarshall,examples/graph/src/main/java/graph/algorithm/path/FloydWarshall.java,examples/graph,maven:examples/graph,Maven,1.8,higher_complexity_half,77,696,1,3,19,19,19.0,3,292,remaining240,81.82,,1,0,100.0,,100.0,,14.71,,81.82,0.0,100.0,0.0,100.0,0.0,14.71,0.0,-14.71,-9.71,-81.82
184,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermarkvisitor.java,81384608,81384608,JdbcHighWaterMarkVisitor,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/JdbcHighWaterMarkVisitor.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,lower_complexity_half,25,185,2,1,1,2,1.0,9,15,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
185,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermarkaccumulableparam.java,81384608,81384608,JdbcHighWaterMarkAccumulableParam,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/JdbcHighWaterMarkAccumulableParam.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,lower_complexity_half,25,158,3,3,1,3,1.0,10,22,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
186,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/datasetutil.java,81384608,81384608,DataSetUtil,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/DataSetUtil.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,lower_complexity_half,21,158,2,1,3,4,2.0,4,89,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
187,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbcrelationprovider.java,81384608,81384608,JdbcRelationProvider,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/JdbcRelationProvider.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,lower_complexity_half,33,265,2,1,4,6,3.0,5,125,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
188,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermark.java,81384608,81384608,JdbcHighWaterMark,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/JdbcHighWaterMark.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,61,399,9,7,6,16,1.7777777777777777,6,199,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
189,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/abstractdatasetoptionsaccess.java,81384608,81384608,AbstractDataSetOptionsAccess,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/AbstractDataSetOptionsAccess.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,87,562,8,6,6,19,2.375,7,200,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
190,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/highwatermarkinputformat.java,81384608,81384608,HighWaterMarkInputFormat,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/HighWaterMarkInputFormat.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,66,545,9,8,8,16,1.7777777777777777,2,235,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
191,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/sparkdatasetcontext.java,81384608,81384608,SparkDataSetContext,integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/SparkDataSetContext.java,integrations/spark/spark-catalog/spark-catalog-core,maven:integrations/spark/spark-catalog/spark-catalog-core,Maven,1.8,higher_complexity_half,173,1457,9,4,10,34,3.7777777777777777,8,262,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
192,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardgauge.java,85795396,85795396,DropwizardGauge,metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/DropwizardGauge.java,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,1.8,lower_complexity_half,11,96,2,1,1,2,1.0,7,14,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
193,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardhistogram.java,85795396,85795396,DropwizardHistogram,metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/DropwizardHistogram.java,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,1.8,lower_complexity_half,15,106,3,2,1,3,1.0,9,20,remaining240,,,0,1,,100.0,,100.0,,100.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,105.0,0.0
194,85795396:core/src/main/java/org/apache/calcite/avatica/remote/protobufhandler.java,85795396,85795396,ProtobufHandler,core/src/main/java/org/apache/calcite/avatica/remote/ProtobufHandler.java,core,gradle:core,Gradle,1.8,lower_complexity_half,31,252,4,1,1,4,1.0,5,23,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
195,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardmetricssystem.java,85795396,85795396,DropwizardMetricsSystem,metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/DropwizardMetricsSystem.java,metrics-dropwizardmetrics,gradle:metrics-dropwizardmetrics,Gradle,1.8,lower_complexity_half,30,266,6,5,1,6,1.0,8,30,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
196,85795396:core/src/main/java/org/apache/calcite/avatica/remote/protobufservice.java,85795396,85795396,ProtobufService,core/src/main/java/org/apache/calcite/avatica/remote/ProtobufService.java,core,gradle:core,Gradle,1.8,lower_complexity_half,78,563,23,23,2,24,1.0434782608695652,3,79,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
197,85795396:core/src/main/java/org/apache/calcite/avatica/remote/kerberosconnection.java,85795396,85795396,KerberosConnection,core/src/main/java/org/apache/calcite/avatica/remote/KerberosConnection.java,core,gradle:core,Gradle,1.8,higher_complexity_half,216,1444,18,7,9,40,2.2222222222222223,10,256,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
198,85795396:core/src/main/java/org/apache/calcite/avatica/connectionpropertiesimpl.java,85795396,85795396,ConnectionPropertiesImpl,core/src/main/java/org/apache/calcite/avatica/ConnectionPropertiesImpl.java,core,gradle:core,Gradle,1.8,higher_complexity_half,186,1288,21,18,12,53,2.5238095238095237,6,270,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
199,85795396:core/src/main/java/org/apache/calcite/avatica/querystate.java,85795396,85795396,QueryState,core/src/main/java/org/apache/calcite/avatica/QueryState.java,core,gradle:core,Gradle,1.8,higher_complexity_half,368,2540,16,11,29,83,5.1875,4,298,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
200,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/http2settingsframehandler.java,95247959,95247959,Http2SettingsFrameHandler,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/Http2SettingsFrameHandler.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,53,448,5,2,2,7,1.4,9,63,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
201,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/sharedsdkeventloopgroup.java,95247959,95247959,SharedSdkEventLoopGroup,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/SharedSdkEventLoopGroup.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,52,343,6,2,2,9,1.5,10,68,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
202,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/proxytunnelinithandler.java,95247959,95247959,ProxyTunnelInitHandler,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/ProxyTunnelInitHandler.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,128,1078,12,5,3,21,1.75,8,115,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
203,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,95247959,95247959,ChannelUtils,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/ChannelUtils.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,41,269,4,3,4,10,2.5,7,135,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
204,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http1tunnelconnectionpool.java,95247959,95247959,Http1TunnelConnectionPool,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/Http1TunnelConnectionPool.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,lower_complexity_half,143,1107,11,5,4,17,1.5454545454545454,3,148,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
205,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/honorcloseonreleasechannelpool.java,95247959,95247959,HonorCloseOnReleaseChannelPool,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/HonorCloseOnReleaseChannelPool.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,higher_complexity_half,48,390,6,5,5,10,1.6666666666666667,4,178,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
206,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/betterfixedchannelpool.java,95247959,95247959,BetterFixedChannelPool,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/BetterFixedChannelPool.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,higher_complexity_half,337,2017,27,21,11,64,2.3703703703703702,6,266,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
207,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/proxyconfiguration.java,95247959,95247959,ProxyConfiguration,http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/ProxyConfiguration.java,http-clients/netty-nio-client,maven:http-clients/netty-nio-client,Maven,1.8,higher_complexity_half,219,1373,29,21,13,58,2.0,5,283,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
208,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/alphanumstringcomparator.java,9619226,9619226,AlphanumStringComparator,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/AlphanumStringComparator.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,lower_complexity_half,21,165,1,1,3,3,3.0,5,83,remaining240,100.0,75.0,1,1,100.0,100.0,100.0,100.0,66.67,100.0,100.0,75.0,100.0,100.0,100.0,100.0,66.67,100.0,33.33,38.33,-25.0
209,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/core/domainitembuilder.java,9619226,9619226,DomainItemBuilder,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/core/DomainItemBuilder.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,lower_complexity_half,41,403,4,2,3,7,1.75,2,92,remaining240,0.0,,1,0,5.26,,20.0,,0.0,,0.0,0.0,5.26,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0
210,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbresultconverter.java,9619226,9619226,SimpleDbResultConverter,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/SimpleDbResultConverter.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,lower_complexity_half,37,283,4,3,4,9,2.25,10,132,remaining240,100.0,,1,0,68.18,,100.0,,0.0,,100.0,0.0,68.18,0.0,100.0,0.0,0.0,0.0,0.0,5.0,-100.0
211,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbrepositoryquery.java,9619226,9619226,SimpleDbRepositoryQuery,spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/SimpleDbRepositoryQuery.java,spring-data-simpledb-impl,maven:spring-data-simpledb-impl,Maven,1.6,lower_complexity_half,66,488,6,3,4,13,2.1666666666666665,3,142,remaining240,0.0,,1,0,21.43,,42.86,,0.0,,0.0,0.0,21.43,0.0,42.86,0.0,0.0,0.0,0.0,5.0,0.0
