sample_index,class_key,project,repo_id,focal_class,focal_path,module,scope_key,build_tool,java_version,complexity_half,nloc,token_count,method_count,public_method_count,max_method_cc,sum_method_cc,avg_method_cc,selection_rank_in_repo,original_manifest_index,split_name,evosuite_branch_coverage,gpt_branch_coverage,evosuite_compilation,gpt_compilation,evosuite_line_coverage,gpt_line_coverage,evosuite_method_coverage,gpt_method_coverage,evosuite_mutation_coverage,gpt_mutation_coverage,evosuite_strict_branch_coverage,gpt_strict_branch_coverage,evosuite_strict_line_coverage,gpt_strict_line_coverage,evosuite_strict_method_coverage,gpt_strict_method_coverage,evosuite_strict_mutation_coverage,gpt_strict_mutation_coverage,strict_mutation_diff_gpt_minus_evosuite,rq4_wilcoxon_shifted_value,strict_branch_diff_gpt_minus_evosuite
44,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/card/cards.java,43105609,43105609,Cards,weixin-mp/src/main/java/com/riversoft/weixin/mp/card/Cards.java,weixin-mp,maven:weixin-mp,Maven,1.8,higher_complexity_half,175,1382,22,18,5,34,1.5454545454545454,10,191,remaining240,66.67,,1,0,55.79,,88.89,,0.0,,66.67,0.0,55.79,0.0,88.89,0.0,0.0,0.0,0.0,5.0,-66.67
45,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/message/mpmessages.java,43105609,43105609,MpMessages,weixin-mp/src/main/java/com/riversoft/weixin/mp/message/MpMessages.java,weixin-mp,maven:weixin-mp,Maven,1.8,higher_complexity_half,268,2212,50,43,7,64,1.28,6,234,remaining240,70.0,,1,0,45.45,,23.53,,0.0,,70.0,0.0,45.45,0.0,23.53,0.0,0.0,0.0,0.0,5.0,-70.0
46,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/jsapi/jsapis.java,43105609,43105609,JsAPIs,weixin-mp/src/main/java/com/riversoft/weixin/mp/jsapi/JsAPIs.java,weixin-mp,maven:weixin-mp,Maven,1.8,higher_complexity_half,138,1090,14,12,15,35,2.5,8,285,remaining240,10.53,,1,0,20.31,,88.89,,0.0,,10.53,0.0,20.31,0.0,88.89,0.0,0.0,0.0,0.0,5.0,-10.53
47,43105609:weixin-mp/src/main/java/com/riversoft/weixin/mp/message/mpxmlmessages.java,43105609,43105609,MpXmlMessages,weixin-mp/src/main/java/com/riversoft/weixin/mp/message/MpXmlMessages.java,weixin-mp,maven:weixin-mp,Maven,1.8,higher_complexity_half,104,938,3,2,20,32,10.666666666666666,9,294,remaining240,37.5,,1,0,35.71,,100.0,,0.0,,37.5,0.0,35.71,0.0,100.0,0.0,0.0,0.0,0.0,5.0,-37.5
48,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/terminateexecution.java,44308560,44308560,TerminateExecution,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/TerminateExecution.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,28,187,3,1,2,4,1.3333333333333333,5,47,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
49,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/evaluatecondition.java,44308560,44308560,EvaluateCondition,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/response/EvaluateCondition.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,28,195,3,1,2,4,1.3333333333333333,9,48,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
50,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/agentserverversionschecker.java,44308560,44308560,AgentServerVersionsChecker,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/server/AgentServerVersionsChecker.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,44,362,4,1,4,8,2.0,6,127,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
51,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/resourceimportevent.java,44308560,44308560,ResourceImportEvent,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/ResourceImportEvent.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,45,331,7,6,4,11,1.5714285714285714,2,137,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
52,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/environment/pythonversion.java,44308560,44308560,PythonVersion,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/environment/PythonVersion.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,lower_complexity_half,45,333,7,6,4,14,2.0,4,144,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
53,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/suiteendedevent.java,44308560,44308560,SuiteEndedEvent,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/SuiteEndedEvent.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,higher_complexity_half,56,411,8,7,6,16,2.0,10,197,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
54,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/contexts/executablecallcontext.java,44308560,44308560,ExecutableCallContext,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/debug/contexts/ExecutableCallContext.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,higher_complexity_half,111,951,13,8,6,21,1.6153846153846154,8,201,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
55,44308560:src/robotframeworkcore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/versionsevent.java,44308560,44308560,VersionsEvent,src/RobotFrameworkCore/org.robotframework.ide.core-functions/src/main/java/org/rf/ide/core/execution/agent/event/VersionsEvent.java,src/RobotFrameworkCore/org.robotframework.ide.core-functions,maven:src/RobotFrameworkCore/org.robotframework.ide.core-functions,Maven,1.8,higher_complexity_half,90,684,13,11,7,24,1.8461538461538463,7,223,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
56,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourcefactory.java,45997449,45997449,ResourceFactory,WebRex/src/main/java/com/ebayopensource/webrex/resource/ResourceFactory.java,WebRex,maven:WebRex,Maven,1.7,lower_complexity_half,65,595,11,11,3,13,1.1818181818181819,9,106,remaining240,50.0,,1,0,16.0,,16.67,,7.69,,50.0,0.0,16.0,0.0,16.67,0.0,7.69,0.0,-7.69,-2.6900000000000004,-50.0
57,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/xmls.java,45997449,45997449,Xmls,WebRex/src/main/java/com/ebayopensource/webrex/util/Xmls.java,WebRex,maven:WebRex,Maven,1.7,lower_complexity_half,35,182,4,4,4,9,2.25,10,130,remaining240,,,1,1,100.0,50.0,100.0,50.0,46.15,100.0,0.0,0.0,100.0,50.0,100.0,50.0,46.15,100.0,53.85,58.85,0.0
58,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/reflects.java,45997449,45997449,Reflects,WebRex/src/main/java/com/ebayopensource/webrex/util/Reflects.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,157,1022,18,16,5,42,2.3333333333333335,3,192,remaining240,,,1,0,100.0,,100.0,,38.1,,0.0,0.0,100.0,0.0,100.0,0.0,38.1,0.0,-38.1,-33.1,0.0
59,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourceargumentsurn.java,45997449,45997449,ResourceArgumentsUrn,WebRex/src/main/java/com/ebayopensource/webrex/resource/ResourceArgumentsUrn.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,37,242,4,3,7,11,2.75,2,216,remaining240,92.86,,1,0,95.24,,100.0,,11.76,,92.86,0.0,95.24,0.0,100.0,0.0,11.76,0.0,-11.76,-6.76,-92.86
60,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/splitters.java,45997449,45997449,Splitters,WebRex/src/main/java/com/ebayopensource/webrex/util/Splitters.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,129,771,12,7,7,34,2.8333333333333335,7,229,remaining240,92.86,85.71,1,1,100.0,96.0,100.0,80.0,39.13,76.09,92.86,85.71,100.0,96.0,100.0,80.0,39.13,76.09,36.96,41.96,-7.150000000000006
61,45997449:webrex/src/main/java/com/ebayopensource/webrex/util/joiners.java,45997449,45997449,Joiners,WebRex/src/main/java/com/ebayopensource/webrex/util/Joiners.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,89,458,10,9,8,23,2.3,6,236,remaining240,,,1,1,100.0,66.67,100.0,66.67,28.0,96.0,0.0,0.0,100.0,66.67,100.0,66.67,28.0,96.0,68.0,73.0,0.0
62,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/cache/resourcecache.java,45997449,45997449,ResourceCache,WebRex/src/main/java/com/ebayopensource/webrex/resource/cache/ResourceCache.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,74,570,7,5,9,22,3.142857142857143,4,252,remaining240,100.0,,1,0,100.0,,100.0,,21.43,,100.0,0.0,100.0,0.0,100.0,0.0,21.43,0.0,-21.43,-16.43,-100.0
63,45997449:webrex/src/main/java/com/ebayopensource/webrex/resource/resourceurn.java,45997449,45997449,ResourceUrn,WebRex/src/main/java/com/ebayopensource/webrex/resource/ResourceUrn.java,WebRex,maven:WebRex,Maven,1.7,higher_complexity_half,77,455,7,6,13,25,3.5714285714285716,5,280,remaining240,88.89,61.11,1,1,95.65,86.96,100.0,100.0,15.62,62.5,88.89,61.11,95.65,86.96,100.0,100.0,15.62,62.5,46.88,51.88,-27.78
64,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/assign.java,46396068,46396068,Assign,hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/Assign.java,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,1.8,lower_complexity_half,41,263,3,2,2,4,1.3333333333333333,9,52,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
65,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/print/formatter.java,46396068,46396068,Formatter,hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/print/Formatter.java,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,1.8,lower_complexity_half,76,639,10,5,2,15,1.5,4,77,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
66,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/decimalstringsplit.java,46396068,46396068,DecimalStringSplit,hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/DecimalStringSplit.java,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,1.8,lower_complexity_half,69,477,14,11,3,19,1.3571428571428572,5,113,remaining240,100.0,100.0,1,1,100.0,95.83,100.0,92.86,36.84,31.58,100.0,100.0,100.0,95.83,100.0,92.86,36.84,31.58,-5.260000000000005,-0.2600000000000051,0.0
67,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/manager.java,46396068,46396068,Manager,hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/Manager.java,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,1.8,higher_complexity_half,149,1151,13,2,6,30,2.3076923076923075,8,207,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
68,46396068:hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/balance.java,46396068,46396068,Balance,hbase0.98/hbase-manager-0.98/src/main/java/com/kakao/hbase/manager/command/Balance.java,hbase0.98/hbase-manager-0.98,maven:hbase0.98/hbase-manager-0.98,Maven,1.8,higher_complexity_half,184,1349,11,3,7,35,3.1818181818181817,7,230,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
69,46396068:hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/load/loadio.java,46396068,46396068,LoadIO,hbase0.98/hbase-table-stat-0.98/src/main/java/com/kakao/hbase/stat/load/LoadIO.java,hbase0.98/hbase-table-stat-0.98,maven:hbase0.98/hbase-table-stat-0.98,Maven,1.8,higher_complexity_half,209,1610,17,3,8,48,2.823529411764706,3,242,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
70,46396068:hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/util.java,46396068,46396068,Util,hbase0.98/hbase-common-0.98/src/main/java/com/kakao/hbase/common/util/Util.java,hbase0.98/hbase-common-0.98,maven:hbase0.98/hbase-common-0.98,Maven,1.8,higher_complexity_half,219,1790,24,21,8,68,2.8333333333333335,6,246,remaining240,55.95,,1,0,55.3,,75.0,,15.62,,55.95,0.0,55.3,0.0,75.0,0.0,15.62,0.0,-15.62,-10.62,-55.95
71,46396068:hbase0.98/hbase-snapshot-0.98/src/main/java/com/kakao/hbase/snapshot/snapshot.java,46396068,46396068,Snapshot,hbase0.98/hbase-snapshot-0.98/src/main/java/com/kakao/hbase/snapshot/Snapshot.java,hbase0.98/hbase-snapshot-0.98,maven:hbase0.98/hbase-snapshot-0.98,Maven,1.8,higher_complexity_half,268,2028,18,3,12,56,3.111111111111111,10,272,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
72,46450575:flo-workflow/src/main/java/com/spotify/flo/evalcontextwithtask.java,46450575,46450575,EvalContextWithTask,flo-workflow/src/main/java/com/spotify/flo/EvalContextWithTask.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,18,117,3,1,1,3,1.0,3,18,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
73,46450575:contrib/flo-styx/src/main/java/com/spotify/flo/contrib/styx/structuredlogging.java,46450575,46450575,StructuredLogging,contrib/flo-styx/src/main/java/com/spotify/flo/contrib/styx/StructuredLogging.java,contrib/flo-styx,maven:contrib/flo-styx,Maven,1.8,lower_complexity_half,38,310,4,2,1,4,1.0,10,26,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
74,46450575:flo-workflow/src/main/java/com/spotify/flo/context/forwardingevalcontext.java,46450575,46450575,ForwardingEvalContext,flo-workflow/src/main/java/com/spotify/flo/context/ForwardingEvalContext.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,37,252,7,6,1,7,1.0,4,32,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
75,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoperator.java,46450575,46450575,BigQueryOperator,contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/BigQueryOperator.java,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,1.8,lower_complexity_half,31,241,5,3,2,6,1.2,7,60,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
76,46450575:flo-workflow/src/main/java/com/spotify/flo/serialization.java,46450575,46450575,Serialization,flo-workflow/src/main/java/com/spotify/flo/Serialization.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,68,482,8,7,2,13,1.625,2,75,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
77,46450575:contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/bigqueryoutput.java,46450575,46450575,BigQueryOutput,contrib/flo-bigquery/src/main/java/com/spotify/flo/contrib/bigquery/BigQueryOutput.java,contrib/flo-bigquery,maven:contrib/flo-bigquery,Maven,1.8,lower_complexity_half,80,578,11,6,2,15,1.3636363636363635,5,78,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
78,46450575:contrib/flo-styx/src/main/java/com/spotify/flo/contrib/styx/terminationlogging.java,46450575,46450575,TerminationLogging,contrib/flo-styx/src/main/java/com/spotify/flo/contrib/styx/TerminationLogging.java,contrib/flo-styx,maven:contrib/flo-styx,Maven,1.8,lower_complexity_half,40,274,1,1,3,3,3.0,8,84,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
79,46450575:flo-workflow/src/main/java/com/spotify/flo/context/memoizingcontext.java,46450575,46450575,MemoizingContext,flo-workflow/src/main/java/com/spotify/flo/context/MemoizingContext.java,flo-workflow,maven:flo-workflow,Maven,1.8,lower_complexity_half,32,247,3,2,3,5,1.6666666666666667,6,90,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
80,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/core/resettablesingletontraverser.java,48046454,48046454,ResettableSingletonTraverser,hazelcast-jet-core/src/main/java/com/hazelcast/jet/core/ResettableSingletonTraverser.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,lower_complexity_half,21,114,2,2,1,2,1.0,7,10,remaining240,0.0,66.67,1,1,0.0,100.0,0.0,100.0,0.0,100.0,0.0,66.67,0.0,100.0,0.0,100.0,0.0,100.0,100.0,105.0,66.67
81,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/core/slidingwindowpolicy.java,48046454,48046454,SlidingWindowPolicy,hazelcast-jet-core/src/main/java/com/hazelcast/jet/core/SlidingWindowPolicy.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,lower_complexity_half,65,462,11,10,2,13,1.1818181818181819,8,74,remaining240,0.0,80.0,1,1,0.0,100.0,0.0,100.0,22.22,59.26,0.0,80.0,0.0,100.0,0.0,100.0,22.22,59.26,37.04,42.04,80.0
82,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/processor/insertwatermarksp.java,48046454,48046454,InsertWatermarksP,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/processor/InsertWatermarksP.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,lower_complexity_half,57,396,7,4,3,9,1.2857142857142858,5,98,remaining240,0.0,,1,0,0.0,,0.0,,14.29,,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0,-14.29,-9.29,0.0
83,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/serialization/delegatingserializationservice.java,48046454,48046454,DelegatingSerializationService,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/serialization/DelegatingSerializationService.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,151,1084,14,9,7,30,2.142857142857143,4,225,remaining240,0.0,,1,0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
84,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/reflectionutils.java,48046454,48046454,ReflectionUtils,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/util/ReflectionUtils.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,191,1351,22,15,7,39,1.7727272727272727,6,231,remaining240,0.0,,1,0,0.0,,0.0,,2.56,,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,-2.56,2.44,0.0
85,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/writefilep.java,48046454,48046454,WriteFileP,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/WriteFileP.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,392,2455,44,29,9,73,1.6590909090909092,9,258,remaining240,0.0,,1,0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
86,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/streamfilesp.java,48046454,48046454,StreamFilesP,hazelcast-jet-core/src/main/java/com/hazelcast/jet/impl/connector/StreamFilesP.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,296,1962,18,5,15,65,3.611111111111111,10,286,remaining240,0.0,,1,0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
87,48046454:hazelcast-jet-core/src/main/java/com/hazelcast/jet/config/jobconfig.java,48046454,48046454,JobConfig,hazelcast-jet-core/src/main/java/com/hazelcast/jet/config/JobConfig.java,hazelcast-jet-core,maven:hazelcast-jet-core,Maven,1.8,higher_complexity_half,406,2608,65,57,15,91,1.4,2,288,remaining240,,,0,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
88,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/jsonhelper.java,49384652,49384652,JsonHelper,niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/JsonHelper.java,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,1.8,lower_complexity_half,20,154,4,4,2,5,1.25,9,56,remaining240,100.0,,1,0,87.5,,83.33,,0.0,,100.0,0.0,87.5,0.0,83.33,0.0,0.0,0.0,0.0,5.0,-100.0
89,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavejobsummaryserviceimpl.java,49384652,49384652,MasterSlaveJobSummaryServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/MasterSlaveJobSummaryServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,lower_complexity_half,81,730,5,5,3,8,1.6,7,94,remaining240,0.0,,1,0,10.0,,33.33,,0.0,,0.0,0.0,10.0,0.0,33.33,0.0,0.0,0.0,0.0,5.0,0.0
90,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjobsummaryserviceimpl.java,49384652,49384652,StandbyJobSummaryServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/StandbyJobSummaryServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,lower_complexity_half,81,730,5,5,3,8,1.6,8,95,remaining240,0.0,,1,0,10.0,,33.33,,0.0,,0.0,0.0,10.0,0.0,33.33,0.0,0.0,0.0,0.0,5.0,0.0
91,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbynodeserviceimpl.java,49384652,49384652,StandbyNodeServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/StandbyNodeServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,lower_complexity_half,32,266,1,1,4,4,4.0,3,120,remaining240,0.0,,1,0,6.67,,50.0,,0.0,,0.0,0.0,6.67,0.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0
92,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavenodeserviceimpl.java,49384652,49384652,MasterSlaveNodeServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/MasterSlaveNodeServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,higher_complexity_half,35,282,1,1,5,5,5.0,6,167,remaining240,0.0,,1,0,5.88,,50.0,,0.0,,0.0,0.0,5.88,0.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0
93,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/masterslavejobserviceimpl.java,49384652,49384652,MasterSlaveJobServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/MasterSlaveJobServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,higher_complexity_half,87,751,5,5,5,10,2.0,4,180,remaining240,0.0,,1,0,15.56,,50.0,,0.0,,0.0,0.0,15.56,0.0,50.0,0.0,0.0,0.0,0.0,5.0,0.0
94,49384652:niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/standbyjoblogserviceimpl.java,49384652,49384652,StandbyJobLogServiceImpl,niubi-job-framework/niubi-job-service/src/main/java/com/zuoxiaolong/niubi/job/service/impl/StandbyJobLogServiceImpl.java,niubi-job-framework/niubi-job-service,maven:niubi-job-framework/niubi-job-service,Maven,1.8,higher_complexity_half,50,362,3,3,6,8,2.6666666666666665,5,194,remaining240,16.67,,1,0,22.73,,75.0,,7.69,,16.67,0.0,22.73,0.0,75.0,0.0,7.69,0.0,-7.69,-2.6900000000000004,-16.67
95,49384652:niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/loggerhelper.java,49384652,49384652,LoggerHelper,niubi-job-framework/niubi-job-core/src/main/java/com/zuoxiaolong/niubi/job/core/helper/LoggerHelper.java,niubi-job-framework/niubi-job-core,maven:niubi-job-framework/niubi-job-core,Maven,1.8,higher_complexity_half,82,576,14,14,6,28,2.0,10,205,remaining240,85.71,,1,0,90.91,,80.0,,19.05,,85.71,0.0,90.91,0.0,80.0,0.0,19.05,0.0,-19.05,-14.05,-85.71
96,558963:httpcache4j-api/src/main/java/org/codehaus/httpcache4j/payload/formdatapayload.java,558963,558963,FormDataPayload,httpcache4j-api/src/main/java/org/codehaus/httpcache4j/payload/FormDataPayload.java,httpcache4j-api,maven:httpcache4j-api,Maven,1.8,lower_complexity_half,42,262,9,6,1,9,1.0,4,35,remaining240,,,1,0,85.71,,88.89,,0.0,,0.0,0.0,85.71,0.0,88.89,0.0,0.0,0.0,0.0,5.0,0.0
