sample_index,class_key,project,repo_id,focal_class,module,complexity_half,gpt_strict_mutation_coverage,evosuite_strict_mutation_coverage,strict_mutation_diff_gpt_minus_evosuite,rq4_wilcoxon_shifted_value
135,6437134:enav-serialization/src/main/java/dk/dma/enav/serialization/rt3routeparser.java,6437134,6437134,Rt3RouteParser,enav-serialization,higher_complexity_half,0.0,2.44,-2.44,2.56
136,64487983:dependency-injection/src/main/java/com/iluwatar/dependency/injection/app.java,64487983,64487983,App,dependency-injection,lower_complexity_half,0.0,0.0,0.0,5.0
137,64487983:dependency-injection/src/main/java/com/iluwatar/dependency/injection/guicewizard.java,64487983,64487983,GuiceWizard,dependency-injection,lower_complexity_half,100.0,0.0,100.0,105.0
138,64487983:bridge/src/main/java/com/iluwatar/bridge/souleatingmagicweapon.java,64487983,64487983,SoulEatingMagicWeapon,bridge,lower_complexity_half,0.0,20.0,-20.0,-15.0
139,64487983:bridge/src/main/java/com/iluwatar/bridge/blindingmagicweapon.java,64487983,64487983,BlindingMagicWeapon,bridge,lower_complexity_half,0.0,20.0,-20.0,-15.0
140,64487983:bridge/src/main/java/com/iluwatar/bridge/flyingmagicweapon.java,64487983,64487983,FlyingMagicWeapon,bridge,lower_complexity_half,0.0,20.0,-20.0,-15.0
141,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/app.java,64487983,64487983,App,hexagonal,lower_complexity_half,0.0,20.0,-20.0,-15.0
142,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/lotterynumbers.java,64487983,64487983,LotteryNumbers,hexagonal,higher_complexity_half,50.0,11.54,38.46,43.46
143,64487983:hexagonal/src/main/java/com/iluwatar/hexagonal/domain/playerdetails.java,64487983,64487983,PlayerDetails,hexagonal,higher_complexity_half,52.94,26.47,26.47,31.47
144,66303306:event/src/main/java/com/bazaarvoice/emodb/event/eventstoremodule.java,66303306,66303306,EventStoreModule,event,lower_complexity_half,0.0,0.0,0.0,5.0
145,66303306:event/src/main/java/com/bazaarvoice/emodb/event/api/dedupeventstorechannels.java,66303306,66303306,DedupEventStoreChannels,event,lower_complexity_half,86.67,20.0,66.67,71.67
146,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/channelallocationstate.java,66303306,66303306,ChannelAllocationState,event,lower_complexity_half,0.0,16.0,-16.0,-11.0
147,66303306:web/src/main/java/com/bazaarvoice/emodb/web/partition/partitionawareservicefactory.java,66303306,66303306,PartitionAwareServiceFactory,web,higher_complexity_half,0.0,0.0,0.0,5.0
148,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanuploader.java,66303306,66303306,ScanUploader,web,higher_complexity_half,0.0,0.0,0.0,5.0
149,66303306:event/src/main/java/com/bazaarvoice/emodb/event/core/defaulteventstore.java,66303306,66303306,DefaultEventStore,event,higher_complexity_half,0.0,0.0,0.0,5.0
150,66303306:web/src/main/java/com/bazaarvoice/emodb/web/scanner/scanstatus/datastorescanstatusdao.java,66303306,66303306,DataStoreScanStatusDAO,web,higher_complexity_half,0.0,0.0,0.0,5.0
151,66303306:event/src/main/java/com/bazaarvoice/emodb/event/db/astyanax/astyanaxeventreaderdao.java,66303306,66303306,AstyanaxEventReaderDAO,event,higher_complexity_half,0.0,0.0,0.0,5.0
152,6944525:d2/src/main/java/com/linkedin/d2/discovery/stores/zk/zookeeperconnectionawarestore.java,6944525,6944525,ZooKeeperConnectionAwareStore,d2,lower_complexity_half,0.0,0.0,0.0,5.0
153,6944525:d2/src/main/java/com/linkedin/d2/discovery/event/propertyeventbusrequeststhrottler.java,6944525,6944525,PropertyEventBusRequestsThrottler,d2,higher_complexity_half,0.0,0.0,0.0,5.0
154,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/hashing/ringbasedurimapper.java,6944525,6944525,RingBasedUriMapper,d2,higher_complexity_half,0.0,0.0,0.0,5.0
155,6944525:d2/src/main/java/com/linkedin/d2/balancer/servers/zookeeperconnectionmanager.java,6944525,6944525,ZooKeeperConnectionManager,d2,higher_complexity_half,0.0,0.0,0.0,5.0
156,6944525:d2/src/main/java/com/linkedin/d2/balancer/util/warmuploadbalancer.java,6944525,6944525,WarmUpLoadBalancer,d2,higher_complexity_half,0.0,0.0,0.0,5.0
157,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/clientselector.java,6944525,6944525,ClientSelector,d2,higher_complexity_half,0.0,0.0,0.0,5.0
158,6944525:d2/src/main/java/com/linkedin/d2/backuprequests/trackingbackuprequestsstrategy.java,6944525,6944525,TrackingBackupRequestsStrategy,d2,higher_complexity_half,0.0,0.0,0.0,5.0
159,6944525:d2/src/main/java/com/linkedin/d2/balancer/strategies/relative/stateupdater.java,6944525,6944525,StateUpdater,d2,higher_complexity_half,0.0,0.0,0.0,5.0
160,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/randomnameresolver.java,74999474,74999474,RandomNameResolver,parsec-clients,lower_complexity_half,0.0,0.0,0.0,5.0
161,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/delegatenameresolver.java,74999474,74999474,DelegateNameResolver,parsec-clients,lower_complexity_half,0.0,0.0,0.0,5.0
162,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parseccompletablefuture.java,74999474,74999474,ParsecCompletableFuture,parsec-clients,lower_complexity_half,0.0,0.0,0.0,5.0
163,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsechttputil.java,74999474,74999474,ParsecHttpUtil,parsec-clients,lower_complexity_half,0.0,0.0,0.0,5.0
164,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/defaultasynccompletionhandler.java,74999474,74999474,DefaultAsyncCompletionHandler,parsec-clients,lower_complexity_half,0.0,0.0,0.0,5.0
165,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecclientprofilinglogutil.java,74999474,74999474,ParsecClientProfilingLogUtil,parsec-clients,higher_complexity_half,0.0,0.0,0.0,5.0
166,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasyncprogresstimer.java,74999474,74999474,ParsecAsyncProgressTimer,parsec-clients,higher_complexity_half,0.0,0.0,0.0,5.0
167,74999474:parsec-clients/src/main/java/com/yahoo/parsec/clients/parsecasynchttprequest.java,74999474,74999474,ParsecAsyncHttpRequest,parsec-clients,higher_complexity_half,0.0,0.0,0.0,5.0
168,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/discretetimeframeconvertingindicator.java,77481567,77481567,DiscreteTimeFrameConvertingIndicator,core,lower_complexity_half,0.0,0.0,0.0,5.0
169,77481567:core/src/main/java/de/voidnode/trading4j/indicators/adx/truerange.java,77481567,77481567,TrueRange,core,lower_complexity_half,0.0,0.0,0.0,5.0
170,77481567:core/src/main/java/de/voidnode/trading4j/functionality/timeframeconversion/timeframeconvertingtradeguard.java,77481567,77481567,TimeFrameConvertingTradeGuard,core,lower_complexity_half,0.0,0.0,0.0,5.0
171,77481567:core/src/main/java/de/voidnode/trading4j/moneymanagement/standard/defaultmoneymanagement.java,77481567,77481567,DefaultMoneyManagement,core,lower_complexity_half,0.0,0.0,0.0,5.0
172,77481567:core/src/main/java/de/voidnode/trading4j/domain/timeframe/m15.java,77481567,77481567,M15,core,lower_complexity_half,0.0,0.0,0.0,5.0
173,77481567:core/src/main/java/de/voidnode/trading4j/functionality/smoothers/simplemovingaverageratio.java,77481567,77481567,SimpleMovingAverageRatio,core,lower_complexity_half,0.0,0.0,0.0,5.0
174,77481567:core/src/main/java/de/voidnode/trading4j/domain/monetary/accurateprice.java,77481567,77481567,AccuratePrice,core,higher_complexity_half,0.0,0.0,0.0,5.0
175,77481567:core/src/main/java/de/voidnode/trading4j/domain/volume.java,77481567,77481567,Volume,core,higher_complexity_half,0.0,0.0,0.0,5.0
176,78444970:examples/graph/src/main/java/graph/algorithm/color/welshpowell.java,78444970,78444970,WelshPowell,examples/graph,lower_complexity_half,0.0,0.0,0.0,5.0
177,78444970:examples/structures/src/main/java/ds/stack/arraystack.java,78444970,78444970,ArrayStack,examples/structures,lower_complexity_half,100.0,50.0,50.0,55.0
178,78444970:examples/graph/src/main/java/graph/algorithm/traversal/dfs.java,78444970,78444970,Dfs,examples/graph,lower_complexity_half,0.0,0.0,0.0,5.0
179,78444970:examples/graph/src/main/java/graph/algorithm/path/dijkstra.java,78444970,78444970,Dijkstra,examples/graph,lower_complexity_half,0.0,0.0,0.0,5.0
180,78444970:examples/graph/src/main/java/graph/algorithm/path/astar.java,78444970,78444970,AStar,examples/graph,higher_complexity_half,0.0,6.67,-6.67,-1.67
181,78444970:examples/structures/src/main/java/ds/heap/arrayheap.java,78444970,78444970,ArrayHeap,examples/structures,higher_complexity_half,86.11,41.67,44.44,49.44
182,78444970:examples/graph/src/main/java/graph/algorithm/mst/jarnikprim.java,78444970,78444970,JarnikPrim,examples/graph,higher_complexity_half,50.0,35.71,14.29,19.29
183,78444970:examples/graph/src/main/java/graph/algorithm/path/floydwarshall.java,78444970,78444970,FloydWarshall,examples/graph,higher_complexity_half,0.0,14.71,-14.71,-9.71
184,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermarkvisitor.java,81384608,81384608,JdbcHighWaterMarkVisitor,integrations/spark/spark-catalog/spark-catalog-core,lower_complexity_half,0.0,0.0,0.0,5.0
185,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermarkaccumulableparam.java,81384608,81384608,JdbcHighWaterMarkAccumulableParam,integrations/spark/spark-catalog/spark-catalog-core,lower_complexity_half,0.0,0.0,0.0,5.0
186,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/datasetutil.java,81384608,81384608,DataSetUtil,integrations/spark/spark-catalog/spark-catalog-core,lower_complexity_half,0.0,0.0,0.0,5.0
187,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbcrelationprovider.java,81384608,81384608,JdbcRelationProvider,integrations/spark/spark-catalog/spark-catalog-core,lower_complexity_half,0.0,0.0,0.0,5.0
188,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/jdbc/jdbchighwatermark.java,81384608,81384608,JdbcHighWaterMark,integrations/spark/spark-catalog/spark-catalog-core,higher_complexity_half,0.0,0.0,0.0,5.0
189,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/abstractdatasetoptionsaccess.java,81384608,81384608,AbstractDataSetOptionsAccess,integrations/spark/spark-catalog/spark-catalog-core,higher_complexity_half,0.0,0.0,0.0,5.0
190,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/highwatermarkinputformat.java,81384608,81384608,HighWaterMarkInputFormat,integrations/spark/spark-catalog/spark-catalog-core,higher_complexity_half,0.0,0.0,0.0,5.0
191,81384608:integrations/spark/spark-catalog/spark-catalog-core/src/main/java/com/thinkbiganalytics/kylo/catalog/spark/sources/spark/sparkdatasetcontext.java,81384608,81384608,SparkDataSetContext,integrations/spark/spark-catalog/spark-catalog-core,higher_complexity_half,0.0,0.0,0.0,5.0
192,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardgauge.java,85795396,85795396,DropwizardGauge,metrics-dropwizardmetrics,lower_complexity_half,0.0,0.0,0.0,5.0
193,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardhistogram.java,85795396,85795396,DropwizardHistogram,metrics-dropwizardmetrics,lower_complexity_half,100.0,0.0,100.0,105.0
194,85795396:core/src/main/java/org/apache/calcite/avatica/remote/protobufhandler.java,85795396,85795396,ProtobufHandler,core,lower_complexity_half,0.0,0.0,0.0,5.0
195,85795396:metrics-dropwizardmetrics/src/main/java/org/apache/calcite/avatica/metrics/dropwizard/dropwizardmetricssystem.java,85795396,85795396,DropwizardMetricsSystem,metrics-dropwizardmetrics,lower_complexity_half,0.0,0.0,0.0,5.0
196,85795396:core/src/main/java/org/apache/calcite/avatica/remote/protobufservice.java,85795396,85795396,ProtobufService,core,lower_complexity_half,0.0,0.0,0.0,5.0
197,85795396:core/src/main/java/org/apache/calcite/avatica/remote/kerberosconnection.java,85795396,85795396,KerberosConnection,core,higher_complexity_half,0.0,0.0,0.0,5.0
198,85795396:core/src/main/java/org/apache/calcite/avatica/connectionpropertiesimpl.java,85795396,85795396,ConnectionPropertiesImpl,core,higher_complexity_half,0.0,0.0,0.0,5.0
199,85795396:core/src/main/java/org/apache/calcite/avatica/querystate.java,85795396,85795396,QueryState,core,higher_complexity_half,0.0,0.0,0.0,5.0
200,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http2/http2settingsframehandler.java,95247959,95247959,Http2SettingsFrameHandler,http-clients/netty-nio-client,lower_complexity_half,0.0,0.0,0.0,5.0
201,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/sharedsdkeventloopgroup.java,95247959,95247959,SharedSdkEventLoopGroup,http-clients/netty-nio-client,lower_complexity_half,0.0,0.0,0.0,5.0
202,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/proxytunnelinithandler.java,95247959,95247959,ProxyTunnelInitHandler,http-clients/netty-nio-client,lower_complexity_half,0.0,0.0,0.0,5.0
203,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/channelutils.java,95247959,95247959,ChannelUtils,http-clients/netty-nio-client,lower_complexity_half,0.0,0.0,0.0,5.0
204,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/http1tunnelconnectionpool.java,95247959,95247959,Http1TunnelConnectionPool,http-clients/netty-nio-client,lower_complexity_half,0.0,0.0,0.0,5.0
205,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/honorcloseonreleasechannelpool.java,95247959,95247959,HonorCloseOnReleaseChannelPool,http-clients/netty-nio-client,higher_complexity_half,0.0,0.0,0.0,5.0
206,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/internal/utils/betterfixedchannelpool.java,95247959,95247959,BetterFixedChannelPool,http-clients/netty-nio-client,higher_complexity_half,0.0,0.0,0.0,5.0
207,95247959:http-clients/netty-nio-client/src/main/java/software/amazon/awssdk/http/nio/netty/proxyconfiguration.java,95247959,95247959,ProxyConfiguration,http-clients/netty-nio-client,higher_complexity_half,0.0,0.0,0.0,5.0
208,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/alphanumstringcomparator.java,9619226,9619226,AlphanumStringComparator,spring-data-simpledb-impl,lower_complexity_half,100.0,66.67,33.33,38.33
209,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/core/domainitembuilder.java,9619226,9619226,DomainItemBuilder,spring-data-simpledb-impl,lower_complexity_half,0.0,0.0,0.0,5.0
210,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbresultconverter.java,9619226,9619226,SimpleDbResultConverter,spring-data-simpledb-impl,lower_complexity_half,0.0,0.0,0.0,5.0
211,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/simpledbrepositoryquery.java,9619226,9619226,SimpleDbRepositoryQuery,spring-data-simpledb-impl,lower_complexity_half,0.0,0.0,0.0,5.0
212,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/util/maputils.java,9619226,9619226,MapUtils,spring-data-simpledb-impl,higher_complexity_half,0.0,0.0,0.0,5.0
213,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/exception/simpledbexceptiontranslator.java,9619226,9619226,SimpleDbExceptionTranslator,spring-data-simpledb-impl,higher_complexity_half,36.0,4.0,32.0,37.0
214,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/query/parttreeconverter.java,9619226,9619226,PartTreeConverter,spring-data-simpledb-impl,higher_complexity_half,0.0,0.0,0.0,5.0
215,9619226:spring-data-simpledb-impl/src/main/java/org/springframework/data/simpledb/attributeutil/simpledbattributeconverter.java,9619226,9619226,SimpleDBAttributeConverter,spring-data-simpledb-impl,higher_complexity_half,0.0,36.84,-36.84,-31.840000000000003
216,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doublenameresolver.java,97822421,97822421,DoubleNameResolver,infrastructure,lower_complexity_half,0.0,0.0,0.0,5.0
217,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/annotation/nodoubleclassdefined.java,97822421,97822421,NoDoubleClassDefined,infrastructure,lower_complexity_half,100.0,0.0,100.0,105.0
218,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/mockclassresolver.java,97822421,97822421,MockClassResolver,infrastructure,lower_complexity_half,0.0,33.33,-33.33,-28.33
219,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doubleconfigurationresolver.java,97822421,97822421,DoubleConfigurationResolver,infrastructure,lower_complexity_half,0.0,0.0,0.0,5.0
220,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/applicationcontextwalker.java,97822421,97822421,ApplicationContextWalker,infrastructure,lower_complexity_half,0.0,8.33,-8.33,-3.33
221,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/spring/util/beandefinitionfinder.java,97822421,97822421,BeanDefinitionFinder,infrastructure,lower_complexity_half,0.0,37.5,-37.5,-32.5
222,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/registry/doublesearch.java,97822421,97822421,DoubleSearch,infrastructure,lower_complexity_half,0.0,21.43,-21.43,-16.43
223,97822421:infrastructure/src/main/java/com/pchudzik/springmock/infrastructure/definition/doublename.java,97822421,97822421,DoubleName,infrastructure,lower_complexity_half,92.86,14.29,78.57,83.57
224,98410891:core/src/main/java/com/softavail/commsrouter/eval/rsqlevaluatorfactory.java,98410891,98410891,RsqlEvaluatorFactory,core,lower_complexity_half,0.0,0.0,0.0,5.0
225,98410891:core/src/main/java/com/softavail/commsrouter/domain/routerobject.java,98410891,98410891,RouterObject,core,lower_complexity_half,0.0,14.29,-14.29,-9.29
226,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/cfg4jconfiguration.java,98410891,98410891,Cfg4jConfiguration,applications/demo,lower_complexity_half,0.0,16.67,-16.67,-11.670000000000002
227,98410891:applications/demo/src/main/java/com/softavail/comms/demo/application/impl/propertiesconfiguration.java,98410891,98410891,PropertiesConfiguration,applications/demo,lower_complexity_half,0.0,0.0,0.0,5.0
228,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberintervalboundary.java,98410891,98410891,NumberIntervalBoundary,core-interface,lower_complexity_half,0.0,20.0,-20.0,-15.0
229,98410891:core-interface/src/main/java/com/softavail/commsrouter/api/dto/model/skill/numberattributedomaindto.java,98410891,98410891,NumberAttributeDomainDto,core-interface,lower_complexity_half,0.0,30.77,-30.77,-25.77
230,98410891:core/src/main/java/com/softavail/commsrouter/api/service/skillvalidator.java,98410891,98410891,SkillValidator,core,higher_complexity_half,0.0,3.03,-3.03,1.9700000000000002
231,98410891:core/src/main/java/com/softavail/commsrouter/domain/dto/mappers/attributedomainmapper.java,98410891,98410891,AttributeDomainMapper,core,higher_complexity_half,0.0,34.48,-34.48,-29.479999999999997
232,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/manytomanyannotationhandler.java,9884445,9884445,ManyToManyAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs,lower_complexity_half,0.0,0.0,0.0,5.0
233,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/securemultipleannotationhandler.java,9884445,9884445,SecureMultipleAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs,lower_complexity_half,0.0,0.0,0.0,5.0
234,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/elementcollectionannotationhandler.java,9884445,9884445,ElementCollectionAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs,lower_complexity_half,0.0,0.0,0.0,5.0
235,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/metadata/resourcemetadatabuilder.java,9884445,9884445,ResourceMetaDataBuilder,minnal-jaxrs/minnal-instrumentation-jaxrs,lower_complexity_half,0.0,0.0,0.0,5.0
236,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/handler/searchableannotationhandler.java,9884445,9884445,SearchableAnnotationHandler,minnal-jaxrs/minnal-instrumentation-jaxrs,lower_complexity_half,0.0,0.0,0.0,5.0
237,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/applicationenhancer.java,9884445,9884445,ApplicationEnhancer,minnal-jaxrs/minnal-instrumentation-jaxrs,higher_complexity_half,0.0,0.0,0.0,5.0
238,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/resource/resourceutil.java,9884445,9884445,ResourceUtil,minnal-jaxrs/minnal-instrumentation-jaxrs,higher_complexity_half,0.0,0.0,0.0,5.0
239,9884445:minnal-jaxrs/minnal-instrumentation-jaxrs/src/main/java/org/minnal/instrument/entity/metadata/actionmetadata.java,9884445,9884445,ActionMetaData,minnal-jaxrs/minnal-instrumentation-jaxrs,higher_complexity_half,0.0,0.0,0.0,5.0
